id,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
1494,8000000,1375,Thane,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1495,2800000,400,Mira Road and Beyond,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1496,6800000,890,Mira Road and Beyond,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1498,4100000,590,Mira Road and Beyond,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1499,6500000,940,Mira Road and Beyond,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1500,7600000,1760,Mira Road and Beyond,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1501,6400000,1180,Mira Road and Beyond,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1505,5400000,675,HSR Layout East,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
1506,13000000,775,Bellary,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
1507,21500000,1225,Bellary,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1
1508,4500000,390,Indra Nagar,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1509,17000000,1050,Whitefield,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1511,20500000,1050,Whitefield,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1512,21000000,1250,Whitefield,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1513,24000000,1300,Dattapada,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1514,15000000,950,Dattapada,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1515,9800000,585,Whitefield,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1516,27000000,1250,Whitefield,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1517,21500000,900,Hebbal,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1523,2900000,695,KanankaNagar,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1524,4500000,650,AECS layout,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1525,9600000,1083,AECS layout,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1526,11000000,1364,AECS layout,3,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1527,4800000,1110,KanankaNagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1528,2900000,695,KanankaNagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1529,6300000,1050,KanankaNagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1530,7050000,1000,AECS layout,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1533,5700000,900,Mira Road and Beyond,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1534,42500000,1777,Kormangla,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1540,35000000,1805,Ghatkopar,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1541,15000000,815,Ghatkopar,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1542,58500000,3410,Ghatkopar,4,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1543,28600000,1766,Ghatkopar,3,1,1,1,1,0,1,1,1,1,1,0,0,1,0
1545,18000000,1342,Goregaon,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1546,15500000,1047,Domlur,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1547,6300000,980,Sector 17 RT Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,7100000,700,BTM Layout,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1549,11000000,620,Peenya Stage 3,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1550,15000000,950,Peenya Stage 3,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1553,31500000,1356,Peenya Stage 3,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1554,5994000,750,Jaynagar,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
1556,17000000,1080,Peenya Stage 3,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1560,25000000,1356,Peenya Stage 3,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
1562,4800000,650,Jaynagar,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
1564,5800000,675,Jaynagar,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1565,10000000,650,Ganga Nagar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,6800000,565,Bellary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,7800000,956,Jaynagar,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1569,3200000,650,Benson Town,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1
1570,4800000,580,Jaynagar,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1571,3100000,650,Benson Town,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1
1572,2600000,650,Benson Town,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1
1574,6000000,650,Jaynagar,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1575,4500000,560,Bhayandar East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,22000000,2000,AECS layout,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1577,15500000,1530,AECS layout,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1579,3100000,445,HSR Layout East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,2100000,400,HSR Layout East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,25000000,2394,BTM Layout,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1584,120000000,2893,Bandra West,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1585,6500000,974,Kormangla,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1
1603,10500000,723,Indra Nagar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1604,12000000,617,VV Puram,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1605,10000000,552,HRBR Layout,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
1606,15500000,845,HRBR Layout,2,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1607,13799999,1137,Hebbal,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1
1608,19600000,1561,Jaymahal,3,1,1,1,1,0,1,1,0,1,1,1,0,0,1
1609,21000000,784,Jaymahal,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1610,19900000,1550,Jaymahal,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1613,3750000,340,Hebbal,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1614,5700000,550,BTM Layout,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1615,7600000,1098,Kempapura,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1616,9200000,1310,Kempapura,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
1617,8000000,1109,Kempapura,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1618,4200000,650,Kempapura,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1619,180000000,2110,Frazer Town,3,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1621,260000000,5642,Sion,6,0,1,1,1,0,1,0,1,0,1,1,1,1,1
1622,90000000,1396,Kempapura,3,0,1,1,1,1,1,1,0,1,1,1,0,0,1
1627,9000000,1128,Kempapura,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1628,8500000,1258,Kempapura,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1630,6800000,1101,Kempapura,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1632,12100000,1515,Sector-18 RT Nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1633,9200000,1175,Sector-18 RT Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1638,14500000,1655,Sector-18 RT Nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1639,8900000,1150,Sector-18 RT Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1640,9500000,1100,Sector-18 RT Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1641,12000000,1600,Sector-18 RT Nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1645,5500000,665,Kempapura,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1646,11000000,1470,Sector-18 RT Nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1647,8500000,1040,Sector 17 RT Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1652,6000000,650,Sector 20 AECS layout,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1653,7500000,1055,Sector-18 RT Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1655,9000000,1129,Sector-18 RT Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1659,9100000,1180,Sector-18 RT Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1666,11000000,650,Domlur,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1672,170000000,2963,Jaynagar,4,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1673,57000000,1203,Banaswadi,4,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1674,8100000,1250,Sector 19 AECS layout,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1675,4500000,653,mumbai,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1676,7700000,1125,Kempapura,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1680,18000000,1006,Indra Nagar,2,1,1,1,1,0,1,1,1,0,0,0,1,1,1
1681,7600000,1127,MG Road,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
1682,16000000,950,Ganga Nagar,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1685,2600000,384,BTM Layout,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1686,18000000,1050,MG Road,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0
1691,5800000,1060,KanankaNagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1692,5800000,1025,KanankaNagar,2,0,0,1,1,1,1,0,0,0,1,0,0,0,1
1694,3500000,670,KanankaNagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1698,14800000,1980,Sector 20 AECS layout,3,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1699,14800000,1985,Sector 20 AECS layout,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1702,3500000,670,KanankaNagar,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
1704,4200000,555,Kempapura,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
1705,65000000,1600,Santacruz West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1706,95100000,3500,Santacruz West,5,0,1,1,1,0,1,0,0,0,1,0,1,0,1
1707,65000000,1600,Indra Nagar,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1708,110000000,2590,Indra Nagar,3,0,1,1,1,0,1,1,1,0,1,0,1,1,1
1709,85000000,3733,Indra Nagar,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1
1710,30000000,1800,Indra Nagar,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1711,80000000,2000,KR Puram,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1712,120000000,2600,Khar West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1713,70000000,1800,Khar West,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1714,6800000,1065,MG Road,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0
1715,7700000,510,Hebbal,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
1716,8100000,1079,AECS layout,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1721,3900000,380,AECS layout,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
1724,13500000,1415,AECS layout,3,0,1,1,1,0,1,0,0,0,0,0,0,0,1
1725,8400000,776,Sector 20 AECS layout,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1726,13500000,1414,AECS layout,3,0,1,1,1,0,1,0,0,0,1,0,0,0,1
1728,8500000,966,Sector 19 AECS layout,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1729,20200000,1040,Kormangla,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1730,10200000,585,Domlur,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
1731,8500000,600,HBR Layout,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1733,7800000,1365,Hoskote,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0
1734,119900000,3140,Indra Nagar,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1
1735,4300000,526,Kormangla,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1
1736,7200000,937,Kormangla,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1737,4199000,1278,Kormangla,3,0,1,1,1,1,1,0,0,1,0,0,1,0,0
1738,4500000,693,Jaynagar,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1739,4200000,640,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1740,11500000,1182,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1741,8000000,1000,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1742,16000000,1600,AECS layout,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1743,14500000,1655,AECS layout,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1744,6500000,675,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1745,9500000,1050,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1746,8000000,800,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1747,11000000,1100,mumbai,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1748,9200000,1250,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1749,5200000,590,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1750,6000000,675,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1751,13000000,1200,AECS layout,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1752,10500000,911,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1753,11100000,1117,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1754,12700000,1125,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1755,6000000,560,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1756,5500000,650,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1757,9800000,1090,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1758,10000000,1463,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1759,13000000,1500,AECS layout,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1760,5500000,640,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1761,7200000,860,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1762,15000000,1300,AECS layout,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1763,10500000,1075,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1764,4600000,600,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1765,5500000,450,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1766,5000000,650,AECS layout,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1767,13000000,1300,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1768,8000000,914,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1769,11000000,1100,AECS layout,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1770,3900000,1120,Andheri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1771,21800000,999,Hebbal,2,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1774,12500000,800,Yeshwanthpur,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1775,7800000,545,BTM Layout,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1776,7500000,600,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1778,5700000,670,AECS layout,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1
1779,10000000,825,Jaynagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,4600000,715,RT Nagar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,5000000,1000,Shivaji Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,16500000,860,Hebbal,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1784,3500000,590,Dombivli (West),2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1785,13500000,995,BTM Layout,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1795,18000000,769,Millers Road East Millers Road,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1797,14900000,698,Millers Road East Millers Road,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1799,26000000,1371,Millers Road East Millers Road,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1803,18000000,1060,Millers Road East Millers Road,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1804,47000000,2600,Millers Road East Millers Road,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1807,29000000,1543,Millers Road East Millers Road,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1808,32500000,1250,Millers Road East Millers Road,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1813,11000000,440,Bandra East,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1815,11000000,1150,RT Nagar,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
1817,6800000,1000,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1819,59500000,2730,BEML Layout,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1820,37000000,1361,BEML Layout,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1821,36500000,1250,BEML Layout,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1822,28000000,1850,BEML Layout,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1823,43000000,1850,BEML Layout,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1824,29000000,980,BEML Layout,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1825,35000000,873,BEML Layout,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1826,26000000,1230,BEML Layout,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1827,26000000,1250,BEML Layout,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1828,44000000,1721,BEML Layout,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1831,16500000,1500,AECS layout,3,0,1,1,1,0,1,1,1,0,0,1,0,1,1
1832,13500000,1140,BTM Layout,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1833,9900000,771,BTM Layout,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1834,40000000,2000,Jaymahal,4,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1835,14900000,900,Vashi,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1837,45000000,5500,Santacruz East,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1839,5600000,1000,MG Road,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,14800000,1505,BTM Layout,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1841,15400000,1570,BTM Layout,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1842,12900000,1311,BTM Layout,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1843,12700000,1290,BTM Layout,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1844,11500000,1170,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1845,10800000,1102,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1846,9485000,963,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1847,8184999,831,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1848,11900000,1209,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1849,9377000,952,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1850,9958000,1011,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1851,9997000,1015,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1852,11100000,1135,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1853,10400000,1065,BTM Layout,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1854,92400000,3080,Indra Nagar,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1855,113400000,3780,Indra Nagar,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1856,139500000,4650,Indra Nagar,5,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1857,16500000,1465,BTM Layout,3,0,1,1,1,0,1,0,0,0,0,0,1,0,1
1858,12000000,950,BTM Layout,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1
1859,2800000,375,Majestic,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1860,4800000,650,Jaynagar,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1861,18000000,630,Banaswadi,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1863,7200000,1012,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1864,10000000,1129,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1865,4925000,600,Kempapura,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1866,7000000,1012,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1867,12200000,1565,Kempapura,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1868,5200000,630,Kempapura,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1869,10400000,1129,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1870,5100000,605,Kempapura,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1871,5000000,600,Kempapura,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1872,7900000,1000,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1873,9500000,1310,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1874,9500000,1225,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1875,9300000,1310,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1876,12500000,1540,Kempapura,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1877,12400000,1565,Kempapura,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1878,9800000,1225,Kempapura,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1879,4800000,600,Kempapura,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1880,4950000,635,Kempapura,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1881,5300000,650,Kempapura,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1884,14800000,1245,Avalahalli,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1887,5898000,600,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1888,10800000,1209,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1894,9496000,1100,BTM Layout,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1896,5894000,585,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1897,7494000,800,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1901,10500000,1170,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1904,7300000,800,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1905,5900000,585,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1911,4400000,600,MG Road,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1915,6000000,650,Jaynagar,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0
1916,26000000,1045,Peenya Stage 1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1917,8500000,1175,Kalyan Nagar West,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1919,15900000,867,Yelahanka,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1921,9900000,539,Yelahanka,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
1923,2700000,640,Benson Town,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1924,52500000,1450,Khar West,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1925,55000000,1900,Bandra West,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1926,72500000,1750,Bandra West,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1927,75000000,1875,Indra Nagar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1929,35000000,1000,Bandra West,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1931,3200000,285,Kalyan Nagar east,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1932,14200000,950,Domlur,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0
1934,80000000,3498,Worli,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1935,2100000,245,Jaynagar,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1936,7959999,755,MG Road,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1937,2350000,430,Kamanhalli,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1938,3979999,413,MG Road,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1939,4100000,465,MG Road,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1940,4800000,610,MG Road,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1941,4380000,610,MG Road,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1942,4380000,610,MG Road,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1943,5060000,650,MG Road,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1944,4380000,430,MG Road,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1945,4800000,485,MG Road,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1946,5800000,686,HSR Layout East,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0
1947,4580000,430,MG Road,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1948,2600000,500,Kamanhalli,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1949,7500000,660,MG Road,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1950,4450000,455,MG Road,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1951,2840000,466,Ambernath East,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1952,5800000,686,HSR Layout East,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1953,3500000,450,MG Road,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1954,7100000,660,MG Road,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1955,8300000,790,MG Road,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1956,2560000,441,Kamanhalli,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1958,4650000,525,MG Road,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1959,5800000,663,MG Road,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
